tool_mode,n,mean_iou,mean_dice,mean_precision,mean_recall,qc_pass_rate,iou_ci_lower,iou_ci_upper,dice_ci_lower,dice_ci_upper
closed,10,0.7836397491449811,0.8610239982205992,0.9557436283040989,0.8186930820553264,0.0,0.6447777538696516,0.9037005336548107,0.7595182532911716,0.9413469340287955
