tool_mode,n,mean_iou,mean_dice,mean_precision,mean_recall,qc_pass_rate,iou_ci_lower,iou_ci_upper,dice_ci_lower,dice_ci_upper
closed,10,0.7836397491449811,0.8610239982205992,0.9557436283040989,0.8186930820553264,0.0,0.6483853751730948,0.9003841875064955,0.7498317912560175,0.9474394919545497
