mean_iou,median_iou,ci_iou_lower,ci_iou_upper,mean_dice,median_dice,ci_dice_lower,ci_dice_upper,success_rate
0.7741471439063453,0.8613607579984118,0.7233396903237804,0.8099975901084739,0.8501103699684134,0.9255169123362453,0.8026036479410319,0.8808798652971754,0.92
