mean_iou,median_iou,ci_iou_lower,ci_iou_upper,mean_dice,median_dice,ci_dice_lower,ci_dice_upper,success_rate
0.7755118979995325,0.8578613571358444,0.7271088657952379,0.8102796276221882,0.8529324717378904,0.923493406179324,0.808791798483661,0.8821571329435698,0.92
