mean_iou,median_iou,ci_iou_lower,ci_iou_upper,mean_dice,median_dice,ci_dice_lower,ci_dice_upper,success_rate
0.779537713617934,0.8721822198541489,0.7327529817202632,0.8149564539940989,0.8563385701104663,0.9317278352146212,0.8158424687913106,0.8843007759180986,0.9
